"break_size","strategy","horizon","rmse","mae"
"small","full","h1",1.26120311040075,0.976496057356623
"small","full","h1",1.209991041993,0.967944693115845
"small","full","h1",1.27249434359627,1.01000516731333
"small","full","h1",1.44993034586941,1.13605556249156
"small","full","h1",1.32871635965674,1.09972104285523
"small","full","h1",0.883164078337398,0.695069131566221
"small","full","h1",2.58262946807499,2.32953715683375
"small","full","h1",1.14393960156862,0.91962785702946
"small","full","h1",1.14031865312089,0.94149156717159
"small","full","h1",0.994143044893714,0.75852763685349
"small","full","h1",1.20903621198432,0.957377758956695
"small","full","h1",1.01844062988395,0.781449024910603
"small","full","h1",1.85304143374102,1.55278582149592
"small","full","h1",1.27959409952779,1.02667285093845
"small","full","h1",1.33334452645771,1.05268265832981
"small","full","h1",1.88131630621059,1.57703057792403
"small","full","h1",1.19161089699911,0.939687465493262
"small","full","h1",1.18216762188797,0.91426847499296
"small","full","h1",1.13589491842683,0.927733664529738
"small","full","h1",1.42855108230641,1.11999129699685
"small","full","h1",1.13099495360138,0.931890376766053
"small","full","h1",1.30565544155737,1.10813109177558
"small","full","h1",1.60719032611835,1.303292979509
"small","full","h1",1.00257544599737,0.830514580630492
"small","full","h1",1.12674100942645,0.902261577696919
"small","full","h1",1.48497539704716,1.19754846362009
"small","full","h1",1.20700443756429,0.995009535622678
"small","full","h1",1.12780671580881,0.920005430067313
"small","full","h1",1.28919478006016,1.02368991924904
"small","full","h1",1.2310039328488,1.01915961676984
"small","full","h1",1.08578069321235,0.891768747818132
"small","full","h1",1.17456417044091,0.949216153363143
"small","full","h1",1.32581483968964,1.11135753071575
"small","full","h1",1.3631312884351,1.10913726965575
"small","full","h1",1.24079946218722,1.02644745462
"small","full","h1",1.55868749757617,1.27969239740331
"small","full","h1",0.989687126454597,0.777560031788814
"small","full","h1",1.6971093454561,1.40388074420773
"small","full","h1",1.24836505591303,1.05365974830234
"small","full","h1",1.26025894409467,1.05807107473908
"small","full","h4",0.881960827489173,0.716846010032896
"small","full","h4",1.07825324324106,0.884170463438454
"small","full","h4",1.14278135557582,0.921441368625767
"small","full","h4",1.20379446925159,0.943413375653946
"small","full","h4",1.56793144334228,1.25769351099416
"small","full","h4",1.32418238876936,1.0845124464293
"small","full","h4",1.03235539882705,0.802607076855404
"small","full","h4",1.17400895832764,0.950292881579438
"small","full","h4",1.13745917583244,0.903879683879618
"small","full","h4",1.22270477388532,0.972775596592967
"small","full","h4",1.30647177346862,1.02359416439114
"small","full","h4",1.11006276308854,0.894210608734919
"small","full","h4",1.37852721648562,1.15091912446346
"small","full","h4",1.02964484169523,0.831736783166341
"small","full","h4",1.13016951221544,0.953524945095748
"small","full","h4",1.13103545017539,0.936203795059309
"small","full","h4",1.24164663085043,0.950306057725739
"small","full","h4",1.31533395700655,1.06541209507601
"small","full","h4",1.04817479119308,0.87255458380554
"small","full","h4",0.95215975952691,0.77365092331553
"small","full","h4",1.34035081617201,1.07686775270856
"small","full","h4",1.24227357930608,0.987379088540113
"small","full","h4",1.25828067109676,1.02121652713144
"small","full","h4",1.27800692152302,1.02612643390438
"small","full","h4",1.15520418199837,0.958835666237631
"small","full","h4",1.26027281116504,1.0429102241719
"small","full","h4",1.41876782175604,1.01237767514727
"small","full","h4",1.32611909543961,1.0295815050276
"small","full","h4",1.1648598096286,0.994859440976866
"small","full","h4",1.16595281987538,0.948799676812684
"small","full","h4",1.01668633855559,0.807505197211217
"small","full","h4",1.13880049326038,0.921177107511106
"small","full","h4",1.1998311589796,0.930068899917816
"small","full","h4",1.15906701224628,0.969804881307303
"small","full","h4",1.35851149083072,1.05124017877889
"small","full","h4",1.3039098679612,0.957274586434533
"small","full","h4",1.46043706346919,1.27017171514908
"small","full","h4",1.23753460549058,0.959485813401977
"small","full","h4",1.0878372447459,0.911327692969176
"small","full","h4",1.19730288138587,0.965473651962047
"small","full","h4",1.31499308950654,1.03175105127904
"small","full","h4",0.991665535819534,0.805784335882716
"small","full","h4",1.2916751516264,1.06491993707366
"small","full","h4",1.36151739098117,1.07864933090851
"small","full","h4",1.44269917708103,1.2150499176691
"small","full","h4",0.892387245097238,0.645166690293596
"small","full","h4",0.9425934177462,0.719294611333356
"small","full","h4",1.05944989088017,0.845692833377518
"small","full","h4",1.23779308390946,0.99275274157583
"small","full","h4",1.32883175381488,1.03837843638453
"small","full","h4",1.10278289582664,0.91680914411445
"small","full","h4",1.09818568567254,0.916868160661253
"small","full","h4",1.1861114463931,0.940667730937206
"small","full","h4",1.41400004420753,1.11281271263683
"small","full","h4",0.994492870072549,0.764684137157522
"small","full","h4",1.35182833227019,1.08794979971647
"small","full","h4",1.05045696629869,0.787897003794703
"small","full","h4",1.13610854216898,0.864895370665966
"small","full","h4",1.21636238768173,0.945355381945861
"small","full","h4",1.21770076204283,1.00102124338048
"small","full","h4",1.1857557498626,0.89033289156413
"small","full","h4",1.20044937262098,0.972612731360561
"small","full","h4",1.23179937252625,1.00721043557293
"small","full","h4",1.08877133716548,0.899357934683387
"small","full","h4",1.13299617303893,0.959255804341054
"small","full","h4",1.32337904786873,1.06564982967622
"small","full","h4",1.37653078662215,1.19660875080101
"small","full","h4",1.00008567744318,0.767200536095375
"small","full","h4",0.998746756826581,0.76944190579241
"small","full","h4",1.1967194448063,1.00027014582206
"small","full","h4",1.07562102626951,0.858521602731575
"small","full","h4",1.38001364301739,1.12355155692281
"small","full","h4",0.951919122280897,0.743722464974617
"small","full","h4",1.15125030590739,0.926634458040097
"small","full","h4",1.13548834516192,0.940930161578786
"small","full","h4",1.19118100183301,0.923437616425089
"small","full","h4",1.49905337560418,1.29463317117282
"small","full","h4",1.04452108730219,0.816225363202348
"small","full","h4",1.08016493013251,0.82582783092288
"small","full","h4",1.199832867682,0.920829101837777
